charged_moves,elite_charged_moves,elite_fast_moves,fast_moves,form,pokemon_name
"['Ancient Power', 'Sludge Bomb', 'Solar Beam', 'Power Whip', 'Rock Slide']",[],[],"['Vine Whip', 'Infestation']",Normal,Tangrowth
"['Thunder Punch', 'Wild Charge', 'Thunder', 'Ice Punch']",['Flamethrower'],[],"['Thunder Shock', 'Low Kick']",Normal,Electivire
"['Brick Break', 'Fire Punch', 'Fire Blast', 'Psychic', 'Scorching Sands']",['Thunderbolt'],[],"['Fire Spin', 'Karate Chop']",Normal,Magmortar
"['Ancient Power', 'Dazzling Gleam', 'Aerial Ace', 'Flamethrower']",['Aura Sphere'],[],"['Air Slash', 'Hidden Power', 'Charm']",Normal,Togekiss
"['Ancient Power', 'Aerial Ace', 'Bug Buzz']",[],[],"['Bug Bite', 'Wing Attack']",Normal,Yanmega
"['Solar Beam', 'Leaf Blade', 'Energy Ball']",['Last Resort'],['Bullet Seed'],"['Razor Leaf', 'Quick Attack']",Normal,Leafeon
"['Avalanche', 'Icy Wind', 'Ice Beam']","['Last Resort', 'Water Pulse']",[],"['Ice Shard', 'Frost Breath']",Normal,Glaceon
"['Earthquake', 'Aerial Ace', 'Night Slash', 'Sand Tomb']",[],[],"['Fury Cutter', 'Wing Attack']",Normal,Gliscor
"['Avalanche', 'Bulldoze', 'Stone Edge', 'High Horsepower']",['Ancient Power'],[],"['Mud Slap', 'Powder Snow']",Normal,Mamoswine
"['Solar Beam', 'Hyper Beam', 'Zap Cannon', 'Blizzard']",['Tri Attack'],[],"['Hidden Power', 'Charge Beam', 'Lock On']",Normal,Porygon-Z
"['Close Combat', 'Psychic', 'Leaf Blade']",['Synchronoise'],[],"['Confusion', 'Low Kick', 'Charm', 'Psycho Cut']",Normal,Gallade
"['Magnet Bomb', 'Rock Slide', 'Thunderbolt', 'Zap Cannon']",[],[],"['Rock Throw', 'Spark']",Normal,Probopass
"['Ominous Wind', 'Psychic', 'Dark Pulse', 'Poltergeist', 'Shadow Punch']",['Shadow Ball'],[],"['Hex', 'Astonish']",Normal,Dusknoir
"['Avalanche', 'Crunch', 'Shadow Ball', 'Triple Axel']",[],[],"['Powder Snow', 'Hex']",Normal,Froslass
"['Ominous Wind', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Air Slash']",Fan,Rotom
"['Blizzard', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Thunder Shock']",Frost,Rotom
"['Overheat', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Thunder Shock']",Heat,Rotom
"['Ominous Wind', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Thunder Shock']",Mow,Rotom
"['Ominous Wind', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Thunder Shock']",Normal,Rotom
"['Hydro Pump', 'Thunderbolt', 'Thunder']",[],[],"['Astonish', 'Thunder Shock']",Wash,Rotom
"['Futuresight', 'Swift', 'Thunder']",[],[],"['Confusion', 'Extrasensory']",Normal,Uxie
"['Futuresight', 'Swift', 'Blizzard']",[],[],"['Confusion', 'Extrasensory']",Normal,Mesprit
"['Futuresight', 'Swift', 'Fire Blast']",[],[],"['Confusion', 'Extrasensory']",Normal,Azelf
"['Draco Meteor', 'Iron Head', 'Thunder']",[],[],"['Dragon Breath', 'Metal Claw']",Normal,Dialga
"['Draco Meteor', 'Iron Head', 'Thunder']",[],[],"['Dragon Breath', 'Metal Claw']",Origin,Dialga
"['Draco Meteor', 'Fire Blast', 'Hydro Pump', 'Aqua Tail']",[],[],"['Dragon Breath', 'Dragon Tail']",Normal,Palkia
"['Draco Meteor', 'Fire Blast', 'Hydro Pump', 'Aqua Tail']",[],[],"['Dragon Breath', 'Dragon Tail']",Origin,Palkia
"['Fire Blast', 'Iron Head', 'Stone Edge', 'Flamethrower', 'Earth Power']",['Magma Storm'],[],"['Fire Spin', 'Bug Bite']",Normal,Heatran
"['Giga Impact', 'Focus Blast', 'Thunder']",[],[],"['Zen Headbutt', 'Hidden Power']",Normal,Regigigas
"['Dragon Claw', 'Ancient Power', 'Shadow Sneak']",['Shadow Force'],[],"['Dragon Breath', 'Shadow Claw']",Altered,Giratina
"['Dragon Pulse', 'Ominous Wind', 'Shadow Ball']",['Shadow Force'],[],"['Dragon Tail', 'Shadow Claw']",Origin,Giratina
"['Aurora Beam', 'Moonblast', 'Futuresight']",['Grass Knot'],[],"['Psycho Cut', 'Confusion']",Normal,Cresselia
"['Bubble Beam', 'Water Pulse', 'Surf']",[],[],"['Waterfall', 'Bubble']",Normal,Phione
"['Bubble Beam', 'Psychic', 'Surf']",[],[],"['Waterfall', 'Bubble']",Normal,Manaphy
"['Focus Blast', 'Shadow Ball', 'Dark Pulse']",['Sludge Bomb'],[],"['Snarl', 'Feint Attack']",Normal,Darkrai
"['Energy Ball', 'Grass Knot', 'Solar Beam', 'Seed Flare']",[],[],"['Hidden Power', 'Zen Headbutt']",Land,Shaymin
"['Energy Ball', 'Grass Knot', 'Solar Beam', 'Seed Flare']",[],[],"['Hidden Power', 'Zen Headbutt', 'Magical Leaf']",Sky,Shaymin
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Bug,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Dark,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Dragon,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Electric,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Fairy,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Fighting,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Fire,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Flying,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Ghost,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Grass,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Ground,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Ice,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Normal,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Poison,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Psychic,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Rock,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Steel,Arceus
"['Futuresight', 'Hyper Beam', 'Outrage']",[],[],"['Iron Tail', 'Shadow Claw']",Water,Arceus
"['Overheat', 'Focus Blast', 'Psychic', 'V Create']",[],[],"['Confusion', 'Quick Attack']",Normal,Victini
"['Energy Ball', 'Seed Bomb', 'Wrap']",[],[],"['Tackle', 'Vine Whip']",Normal,Snivy
"['Grass Knot', 'Leaf Tornado', 'Wrap']",[],[],"['Iron Tail', 'Vine Whip']",Normal,Servine
"['Grass Knot', 'Leaf Tornado', 'Aerial Ace']",['Frenzy Plant'],[],"['Iron Tail', 'Vine Whip']",Normal,Serperior
"['Flame Charge', 'Flamethrower', 'Body Slam']",[],[],"['Tackle', 'Ember']",Normal,Tepig
"['Flame Charge', 'Flamethrower', 'Rock Tomb']",[],[],"['Tackle', 'Ember']",Normal,Pignite
"['Heat Wave', 'Rock Slide', 'Focus Blast', 'Flame Charge']",['Blast Burn'],[],"['Low Kick', 'Ember']",Normal,Emboar
"['Aqua Tail', 'Water Pulse', 'Night Slash']",[],[],"['Tackle', 'Water Gun']",Normal,Oshawott
"['Aqua Tail', 'Water Pulse', 'X Scissor']",[],[],"['Fury Cutter', 'Water Gun']",Normal,Dewott
"['Razor Shell', 'Icy Wind', 'X Scissor', 'Dark Pulse']",[],[],"['Waterfall', 'Fury Cutter', 'Snarl']",Hisuian,Samurott
"['Hydro Pump', 'Blizzard', 'Megahorn', 'Razor Shell', 'Liquidation']",['Hydro Cannon'],[],"['Fury Cutter', 'Waterfall']",Normal,Samurott
"['Dig', 'Hyper Fang', 'Grass Knot']",[],[],"['Tackle', 'Bite']",Normal,Patrat
"['Crunch', 'Hyper Fang', 'Grass Knot']",[],[],"['Low Kick', 'Bite']",Normal,Watchog
"['Thunderbolt', 'Rock Tomb', 'Dig']",[],[],"['Tackle', 'Take Down', 'Sand Attack']",Normal,Lillipup
"['Thunderbolt', 'Play Rough', 'Dig']",[],[],"['Lick', 'Take Down', 'Sand Attack']",Normal,Herdier
"['Wild Charge', 'Play Rough', 'Crunch']",[],[],"['Lick', 'Take Down', 'Ice Fang', 'Sand Attack']",Normal,Stoutland
"['Night Slash', 'Play Rough', 'Dark Pulse']",[],[],"['Scratch', 'Sucker Punch']",Normal,Purrloin
"['Gunk Shot', 'Play Rough', 'Dark Pulse', 'Payback']",[],[],"['Charm', 'Snarl']",Normal,Liepard
"['Energy Ball', 'Seed Bomb', 'Crunch']",[],[],"['Scratch', 'Vine Whip']",Normal,Pansage
"['Solar Beam', 'Grass Knot', 'Crunch']",[],[],"['Bite', 'Vine Whip']",Normal,Simisage
"['Flame Burst', 'Flame Charge', 'Crunch']",[],[],"['Scratch', 'Fire Spin']",Normal,Pansear
"['Flamethrower', 'Fire Blast', 'Crunch']",[],[],"['Bite', 'Fire Spin']",Normal,Simisear
"['Surf', 'Water Pulse', 'Crunch']",[],[],"['Scratch', 'Water Gun']",Normal,Panpour
"['Surf', 'Hydro Pump', 'Crunch']",[],[],"['Bite', 'Water Gun']",Normal,Simipour
"['Psybeam', 'Dazzling Gleam', 'Psyshock']",[],[],"['Zen Headbutt', 'Charge Beam']",Normal,Munna
"['Futuresight', 'Dazzling Gleam', 'Psyshock']",[],[],"['Zen Headbutt', 'Charge Beam']",Normal,Musharna
"['Heat Wave', 'Aerial Ace', 'Air Cutter']",[],[],"['Quick Attack', 'Air Slash']",Normal,Pidove
"['Heat Wave', 'Aerial Ace', 'Sky Attack']",[],[],"['Air Slash', 'Steel Wing']",Normal,Tranquill
"['Heat Wave', 'Hyper Beam', 'Sky Attack']",[],[],"['Air Slash', 'Steel Wing']",Normal,Unfezant
"['Flame Charge', 'Discharge', 'Thunderbolt']",[],[],"['Quick Attack', 'Spark']",Normal,Blitzle
"['Flame Charge', 'Discharge', 'Wild Charge']",[],[],"['Low Kick', 'Spark']",Normal,Zebstrika
"['Bulldoze', 'Rock Blast', 'Stone Edge']",[],[],"['Tackle', 'Smack Down']",Normal,Roggenrola
"['Rock Slide', 'Bulldoze', 'Stone Edge']",[],[],"['Mud Slap', 'Smack Down']",Normal,Boldore
"['Rock Slide', 'Solar Beam', 'Super Power', 'Heavy Slam']",['Meteor Beam'],[],"['Mud Slap', 'Smack Down']",Normal,Gigalith
"['Air Cutter', 'Aerial Ace', 'Psyshock']",[],[],"['Confusion', 'Air Slash']",Normal,Woobat
"['Psychic', 'Aerial Ace', 'Futuresight', 'Psychic Fangs', 'Fly']",[],[],"['Confusion', 'Air Slash']",Normal,Swoobat
"['Rock Tomb', 'Dig', 'Drill Run']",[],[],"['Scratch', 'Mud Slap']",Normal,Drilbur
"['Rock Slide', 'Earthquake', 'Drill Run', 'Iron Head', 'Scorching Sands']",[],[],"['Metal Claw', 'Mud Slap', 'Mud Shot']",Normal,Excadrill
"['Disarming Voice', 'Dazzling Gleam', 'Hyper Beam']",[],[],"['Pound', 'Zen Headbutt']",Normal,Audino
"['Low Sweep', 'Brick Break', 'Rock Tomb']",[],[],"['Low Kick', 'Pound']",Normal,Timburr
"['Low Sweep', 'Brick Break', 'Stone Edge']",[],[],"['Low Kick', 'Poison Jab']",Normal,Gurdurr
"['Dynamic Punch', 'Focus Blast', 'Stone Edge']",['Brutal Swing'],[],"['Counter', 'Poison Jab']",Normal,Conkeldurr
"['Water Pulse', 'Mud Bomb', 'Sludge Wave']",[],[],"['Mud Shot', 'Bubble']",Normal,Tympole
"['Water Pulse', 'Earth Power', 'Sludge Wave']",[],[],"['Mud Shot', 'Bubble']",Normal,Palpitoad
"['Muddy Water', 'Earth Power', 'Sludge Bomb']",[],[],"['Mud Shot', 'Bubble']",Normal,Seismitoad
"['Focus Blast', 'Low Sweep', 'Body Slam', 'Brick Break']",[],[],"['Low Kick', 'Zen Headbutt']",Normal,Throh
"['Focus Blast', 'Low Sweep', 'Body Slam', 'Brick Break']",[],[],"['Low Kick', 'Poison Jab']",Normal,Sawk
"['Energy Ball', 'Seed Bomb', 'Silver Wind']",[],[],"['Struggle Bug', 'Bug Bite']",Normal,Sewaddle
"['Energy Ball', 'Bug Buzz', 'Silver Wind']",[],[],"['Struggle Bug', 'Bug Bite']",Normal,Swadloon
"['Leaf Blade', 'X Scissor', 'Silver Wind', 'Leaf Storm']",[],[],"['Razor Leaf', 'Bug Bite']",Normal,Leavanny
"['Signal Beam', 'Sludge Bomb', 'Gyro Ball']",[],[],"['Bug Bite', 'Poison Sting']",Normal,Venipede
"['Signal Beam', 'Sludge Bomb', 'Gyro Ball']",[],[],"['Bug Bite', 'Poison Sting']",Normal,Whirlipede
"['Megahorn', 'Sludge Bomb', 'Gyro Ball', 'X Scissor']",[],[],"['Bug Bite', 'Poison Jab']",Normal,Scolipede
"['Energy Ball', 'Seed Bomb', 'Grass Knot']",[],[],"['Charm', 'Razor Leaf']",Normal,Cottonee
"['Grass Knot', 'Hurricane', 'Moonblast', 'Seed Bomb']",[],[],"['Charm', 'Razor Leaf', 'Fairy Wind']",Normal,Whimsicott
"['Energy Ball', 'Seed Bomb']",[],[],"['Charm', 'Hidden Power']",Normal,Petilil
"['Petal Blizzard', 'Hyper Beam', 'Solar Beam']",[],[],"['Charm', 'Hidden Power', 'Magical Leaf']",Normal,Lilligant
"['Aqua Jet', 'Aqua Tail', 'Muddy Water']",[],[],"['Tackle', 'Water Gun']",Blue_striped,Basculin
"['Aqua Jet', 'Aqua Tail', 'Muddy Water']",[],[],"['Tackle', 'Water Gun']",Red_striped,Basculin
"['Aqua Jet', 'Aqua Tail', 'Muddy Water']",[],[],"['Tackle', 'Water Gun']",White_striped,Basculin
"['Dig', 'Crunch', 'Bulldoze']",[],[],"['Bite', 'Mud Slap']",Normal,Sandile
"['Earthquake', 'Crunch', 'Bulldoze']",[],[],"['Bite', 'Mud Slap']",Normal,Krokorok
"['Earthquake', 'Crunch', 'Outrage', 'Brick Break']",[],[],"['Snarl', 'Mud Slap']",Normal,Krookodile
"['Ice Punch', 'Ice Beam']",[],[],"['Tackle', 'Ice Fang']",Galarian,Darumaka
"['Fire Punch', 'Flame Charge']",[],[],"['Tackle', 'Fire Fang']",Normal,Darumaka
"['Overheat', 'Avalanche', 'Super Power', 'Ice Punch']",[],[],"['Tackle', 'Ice Fang']",Galarian_standard,Darmanitan
"['Overheat', 'Avalanche', 'Super Power', 'Ice Punch']",[],[],"['Tackle', 'Ice Fang']",Galarian_zen,Darmanitan
"['Overheat', 'Focus Blast', 'Psychic', 'Rock Slide']",[],[],"['Tackle', 'Fire Fang', 'Incinerate']",Standard,Darmanitan
"['Overheat', 'Focus Blast', 'Psychic', 'Rock Slide']",[],[],"['Tackle', 'Fire Fang', 'Incinerate']",Zen,Darmanitan
"['Aerial Ace', 'Petal Blizzard', 'Solar Beam']",[],[],"['Bullet Seed', 'Poison Jab']",Normal,Maractus
"['Rock Blast', 'X Scissor', 'Rock Tomb']",[],[],"['Cut', 'Smack Down']",Normal,Dwebble
"['Rock Blast', 'X Scissor', 'Rock Slide']",[],[],"['Fury Cutter', 'Smack Down']",Normal,Crustle
"['Acid Spray', 'Brick Break', 'Foul Play', 'Thunder Punch']",[],[],"['Rock Smash', 'Feint Attack']",Normal,Scraggy
"['Acid Spray', 'Power Up Punch', 'Foul Play', 'Thunder Punch']",[],[],"['Counter', 'Snarl']",Normal,Scrafty
"['Air Cutter', 'Psybeam', 'Ancient Power', 'Signal Beam']",[],[],"['Air Slash', 'Zen Headbutt']",Normal,Sigilyph
"['Night Shade', 'Rock Tomb']",[],[],['Astonish'],Galarian,Yamask
"['Shadow Ball', 'Dark Pulse', 'Ominous Wind']",[],[],"['Astonish', 'Zen Headbutt']",Normal,Yamask
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Astonish', 'Zen Headbutt', 'Shadow Claw']",Normal,Cofagrigus
"['Surf', 'Ancient Power', 'Body Slam']",[],[],"['Water Gun', 'Bite']",Normal,Tirtouga
"['Surf', 'Ancient Power', 'Body Slam', 'Liquidation']",[],[],"['Water Gun', 'Rock Throw']",Normal,Carracosta
"['Dragon Claw', 'Ancient Power', 'Crunch']",[],[],"['Quick Attack', 'Wing Attack']",Normal,Archen
"['Dragon Claw', 'Ancient Power', 'Crunch']",[],[],"['Steel Wing', 'Wing Attack']",Normal,Archeops
"['Gunk Shot', 'Seed Bomb', 'Gunk Shot']",[],[],"['Pound', 'Take Down']",Normal,Trubbish
"['Acid Spray', 'Seed Bomb', 'Gunk Shot', 'Body Slam']",[],[],"['Infestation', 'Take Down']",Normal,Garbodor
"['Foul Play', 'Aerial Ace', 'Dark Pulse', 'Night Shade']",[],[],"['Scratch', 'Feint Attack']",Normal,Zorua
"['Foul Play', 'Sludge Bomb', 'Flamethrower', 'Night Shade']",[],[],"['Shadow Claw', 'Snarl']",Normal,Zoroark
"['Swift', 'Thunderbolt', 'Aqua Tail']",[],[],"['Pound', 'Charm']",Normal,Minccino
"['Hyper Beam', 'Thunderbolt', 'Aqua Tail']",[],[],"['Pound', 'Charm']",Normal,Cinccino
"['Psybeam', 'Psyshock', 'Psychic']",[],[],"['Pound', 'Confusion']",Normal,Gothita
"['Psybeam', 'Futuresight', 'Psychic']",[],[],"['Pound', 'Confusion']",Normal,Gothorita
"['Rock Slide', 'Futuresight', 'Psychic']",[],[],"['Charm', 'Confusion']",Normal,Gothitelle
"['Psyshock', 'Night Shade', 'Thunder']",[],[],"['Hidden Power', 'Zen Headbutt']",Normal,Solosis
"['Psyshock', 'Night Shade', 'Thunder']",[],[],"['Hidden Power', 'Zen Headbutt']",Normal,Duosion
"['Futuresight', 'Shadow Ball', 'Thunder']",[],[],"['Hidden Power', 'Zen Headbutt']",Normal,Reuniclus
"['Aerial Ace', 'Bubble Beam', 'Brave Bird']",[],[],"['Water Gun', 'Wing Attack']",Normal,Ducklett
"['Ice Beam', 'Bubble Beam', 'Hurricane', 'Fly']",[],[],"['Water Gun', 'Air Slash']",Normal,Swanna
"['Icy Wind', 'Ice Beam', 'Signal Beam']",[],[],"['Powder Snow', 'Astonish']",Normal,Vanillite
"['Icy Wind', 'Ice Beam', 'Signal Beam']",[],[],"['Frost Breath', 'Astonish']",Normal,Vanillish
"['Blizzard', 'Flash Cannon', 'Signal Beam']",[],[],"['Frost Breath', 'Astonish']",Normal,Vanilluxe
"['Energy Ball', 'Seed Bomb', 'Wild Charge', 'Trailblaze']",[],[],"['Tackle', 'Take Down']",Autumn,Deerling
"['Energy Ball', 'Seed Bomb', 'Wild Charge', 'Trailblaze']",[],[],"['Tackle', 'Take Down']",Spring,Deerling
"['Energy Ball', 'Seed Bomb', 'Wild Charge', 'Trailblaze']",[],[],"['Tackle', 'Take Down']",Summer,Deerling
"['Energy Ball', 'Seed Bomb', 'Wild Charge', 'Trailblaze']",[],[],"['Tackle', 'Take Down']",Winter,Deerling
"['Megahorn', 'Solar Beam', 'Wild Charge', 'Hyper Beam', 'Trailblaze']",[],[],"['Feint Attack', 'Take Down']",Autumn,Sawsbuck
"['Megahorn', 'Solar Beam', 'Wild Charge', 'Hyper Beam', 'Trailblaze']",[],[],"['Feint Attack', 'Take Down']",Spring,Sawsbuck
"['Megahorn', 'Solar Beam', 'Wild Charge', 'Hyper Beam', 'Trailblaze']",[],[],"['Feint Attack', 'Take Down']",Summer,Sawsbuck
"['Megahorn', 'Solar Beam', 'Wild Charge', 'Hyper Beam', 'Trailblaze']",[],[],"['Feint Attack', 'Take Down']",Winter,Sawsbuck
"['Discharge', 'Aerial Ace', 'Thunderbolt', 'Acrobatics']",[],[],"['Thunder Shock', 'Quick Attack']",Normal,Emolga
"['Signal Beam', 'X Scissor', 'Drill Run', 'Aerial Ace']",[],[],"['Peck', 'Fury Cutter']",Normal,Karrablast
"['Megahorn', 'Acid Spray', 'Drill Run', 'Aerial Ace']",[],[],"['Counter', 'Bug Bite']",Normal,Escavalier
"['Energy Ball', 'Body Slam', 'Grass Knot']",[],[],"['Astonish', 'Feint Attack']",Normal,Foongus
"['Foul Play', 'Sludge Bomb', 'Grass Knot']",[],[],"['Astonish', 'Feint Attack']",Normal,Amoonguss
"['Night Shade', 'Ice Beam', 'Ominous Wind']",[],[],"['Bubble', 'Hex']",Female,Frillish
"['Night Shade', 'Ice Beam', 'Ominous Wind']",[],[],"['Bubble', 'Hex']",Normal,Frillish
"['Shadow Ball', 'Ice Beam', 'Bubble Beam', 'Surf']",[],[],"['Bubble', 'Hex']",Female,Jellicent
"['Shadow Ball', 'Ice Beam', 'Bubble Beam', 'Surf']",[],[],"['Bubble', 'Hex']",Normal,Jellicent
"['Hydro Pump', 'Blizzard', 'Psychic']",[],[],"['Waterfall', 'Hidden Power']",Normal,Alomomola
"['Cross Poison', 'Bug Buzz', 'Discharge']",[],[],"['Charge Beam', 'Sucker Punch']",Normal,Joltik
"['Cross Poison', 'Bug Buzz', 'Discharge', 'Energy Ball', 'Lunge']",[],[],"['Volt Switch', 'Fury Cutter']",Normal,Galvantula
"['Gyro Ball', 'Flash Cannon', 'Iron Head']",[],[],"['Tackle', 'Metal Claw']",Normal,Ferroseed
"['Power Whip', 'Flash Cannon', 'Acid Spray', 'Thunder', 'Mirror Shot']",[],[],"['Bullet Seed', 'Metal Claw']",Normal,Ferrothorn
"['Vice Grip', 'Discharge', 'Zap Cannon']",[],[],"['Volt Switch', 'Charge Beam', 'Metal Sound']",Normal,Klink
"['Vice Grip', 'Thunderbolt', 'Zap Cannon']",[],[],"['Thunder Shock', 'Charge Beam', 'Metal Sound']",Normal,Klang
"['Hyper Beam', 'Flash Cannon', 'Zap Cannon', 'Mirror Shot']",[],[],"['Thunder Shock', 'Charge Beam', 'Metal Sound']",Normal,Klinklang
['Struggle'],[],[],"['Tackle', 'Spark']",Normal,Tynamo
"['Crunch', 'Thunderbolt', 'Discharge']",[],[],"['Acid', 'Spark']",Normal,Eelektrik
"['Crunch', 'Thunderbolt', 'Acid Spray', 'Dragon Claw', 'Liquidation']",[],['Volt Switch'],"['Acid', 'Spark']",Normal,Eelektross
"['Psybeam', 'Dark Pulse', 'Psychic']",[],[],"['Confusion', 'Astonish']",Normal,Elgyem
"['Rock Slide', 'Dark Pulse', 'Psychic']",[],[],"['Confusion', 'Astonish']",Normal,Beheeyem
"['Flame Charge', 'Flame Burst', 'Heat Wave', 'Mystical Fire']",[],[],"['Astonish', 'Ember']",Normal,Litwick
"['Energy Ball', 'Flame Burst', 'Heat Wave']",[],[],"['Astonish', 'Ember']",Normal,Lampent
"['Energy Ball', 'Shadow Ball', 'Overheat', 'Flame Charge']",['Poltergeist'],[],"['Hex', 'Fire Spin', 'Incinerate']",Normal,Chandelure
"['Dragon Claw', 'Aqua Tail', 'Dragon Pulse']",[],[],"['Scratch', 'Iron Tail']",Normal,Axew
"['Dragon Claw', 'Aqua Tail', 'Night Slash']",[],[],"['Dragon Tail', 'Iron Tail']",Normal,Fraxure
"['Dragon Claw', 'Surf', 'Night Slash', 'Earthquake']",['Breaking Swipe'],[],"['Dragon Tail', 'Counter']",Normal,Haxorus
"['Ice Punch', 'Icy Wind', 'Play Rough']",[],[],"['Powder Snow', 'Charm']",Normal,Cubchoo
"['Ice Punch', 'Icy Wind', 'Play Rough']",[],[],"['Powder Snow', 'Charm']",Winter_2020,Cubchoo
"['Ice Punch', 'Surf', 'Play Rough', 'Liquidation']",[],[],"['Powder Snow', 'Charm']",Normal,Beartic
"['Ice Punch', 'Surf', 'Play Rough', 'Liquidation']",[],[],"['Powder Snow', 'Charm']",Winter_2020,Beartic
"['Aurora Beam', 'Night Slash', 'Solar Beam', 'Water Pulse', 'Triple Axel']",[],[],"['Ice Shard', 'Frost Breath']",Normal,Cryogonal
"['Bug Buzz', 'Body Slam', 'Signal Beam']",[],[],"['Acid', 'Infestation']",Normal,Shelmet
"['Bug Buzz', 'Acid Spray', 'Signal Beam', 'Focus Blast']",[],[],"['Acid', 'Infestation', 'Water Shuriken']",Normal,Accelgor
"['Earthquake', 'Flash Cannon', 'Muddy Water', 'Rock Slide']",[],[],"['Mud Shot', 'Metal Claw']",Galarian,Stunfisk
"['Mud Bomb', 'Discharge', 'Muddy Water']",[],[],"['Thunder Shock', 'Mud Shot']",Normal,Stunfisk
"['Brick Break', 'Low Sweep', 'Focus Blast']",['High Jump Kick'],[],"['Low Kick', 'Pound']",Normal,Mienfoo
"['Brick Break', 'Grass Knot', 'Stone Edge', 'Blaze Kick', 'Brutal Swing']",[],[],"['Low Kick', 'Poison Jab', 'Force Palm']",Normal,Mienshao
"['Dragon Claw', 'Night Slash', 'Hyper Beam']",[],[],"['Dragon Tail', 'Bite']",Normal,Druddigon
"['Shadow Punch', 'Brick Break', 'Night Shade']",[],[],"['Astonish', 'Mud Slap']",Normal,Golett
"['Shadow Punch', 'Dynamic Punch', 'Earth Power', 'Poltergeist']",[],[],"['Astonish', 'Mud Slap']",Normal,Golurk
"['Night Slash', 'Iron Head', 'X Scissor']",[],[],"['Scratch', 'Fury Cutter']",Normal,Pawniard
"['Dark Pulse', 'Iron Head', 'X Scissor', 'Focus Blast']",[],[],"['Snarl', 'Metal Claw']",Normal,Bisharp
"['Megahorn', 'Stomp', 'Skull Bash', 'Earthquake']",[],[],"['Zen Headbutt', 'Mud Shot']",Normal,Bouffalant
"['Aerial Ace', 'Brave Bird', 'Rock Tomb', 'Fly']",[],[],"['Peck', 'Wing Attack']",Normal,Rufflet
"['Dazzling Gleam', 'Brave Bird', 'Psychic', 'Ominous Wind', 'Fly']",[],[],"['Air Slash', 'Zen Headbutt']",Hisuian,Braviary
"['Heat Wave', 'Brave Bird', 'Rock Slide', 'Close Combat', 'Fly']",[],[],"['Steel Wing', 'Air Slash']",Normal,Braviary
"['Dark Pulse', 'Brave Bird', 'Foul Play']",[],[],"['Feint Attack', 'Air Slash']",Normal,Vullaby
"['Dark Pulse', 'Aerial Ace', 'Foul Play', 'Shadow Ball']",[],[],"['Snarl', 'Air Slash']",Normal,Mandibuzz
"['Flamethrower', 'Thunder Punch', 'Power Up Punch']",[],[],"['Lick', 'Fire Spin']",Normal,Heatmor
"['X Scissor', 'Iron Head', 'Stone Edge']",[],[],"['Bug Bite', 'Metal Claw']",Normal,Durant
"['Dragon Pulse', 'Crunch', 'Body Slam']",[],[],"['Tackle', 'Dragon Breath']",Normal,Deino
"['Dragon Pulse', 'Dark Pulse', 'Body Slam']",[],[],"['Bite', 'Dragon Breath']",Normal,Zweilous
"['Dragon Pulse', 'Dark Pulse', 'Flash Cannon']",['Brutal Swing'],[],"['Bite', 'Dragon Breath']",Normal,Hydreigon
"['Flame Charge', 'Bug Buzz', 'Flame Wheel']",[],[],"['Ember', 'Bug Bite']",Normal,Larvesta
