name,defender_level,IV_atk,IV_def,IV_sta,CP,HP,TDO,DPT,DPE,type_1,type_2,fm_type,cm1_type,cm2_type,battle_score,viable
Quaquaval,50,10,10,10,3257,174,103.98,9.91,1.99,Water,Fighting,Water,Water,Fighting,0.088,0
Quaquaval,30,10,10,15,2499,155,53.31,8.64,1.72,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,10,10,15,2707,162,65.11,8.98,1.8,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,10,10,15,2915,168,78.35,9.32,1.87,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,10,10,15,3102,173,91.55,9.62,1.93,Water,Fighting,Water,Water,Fighting,0.055,0
Quaquaval,50,10,10,15,3296,178,106.48,9.91,1.99,Water,Fighting,Water,Water,Fighting,0.088,0
Quaquaval,30,10,15,10,2506,152,53.6,8.64,1.72,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,10,15,10,2714,158,65.46,8.98,1.8,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,10,15,10,2923,164,78.77,9.32,1.87,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,10,15,10,3111,169,92.04,9.62,1.93,Water,Fighting,Water,Water,Fighting,0.077,0
Quaquaval,50,10,15,10,3305,174,107.06,9.91,1.99,Water,Fighting,Water,Water,Fighting,0.088,0
Quaquaval,30,10,15,15,2536,155,54.89,8.64,1.72,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,10,15,15,2747,162,67.04,8.98,1.8,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,10,15,15,2958,168,80.66,9.32,1.87,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,10,15,15,3148,173,94.26,9.62,1.93,Water,Fighting,Water,Water,Fighting,0.077,0
Quaquaval,50,10,15,15,3344,178,109.62,9.91,1.99,Water,Fighting,Water,Water,Fighting,0.11,0
Quaquaval,30,15,10,10,2520,152,53.12,8.81,1.76,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,15,10,10,2729,158,64.89,9.17,1.84,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,15,10,10,2939,164,78.07,9.52,1.91,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,15,10,10,3128,169,91.21,9.82,1.96,Water,Fighting,Water,Water,Fighting,0.055,0
Quaquaval,50,15,10,10,3323,174,106.12,10.12,2.02,Water,Fighting,Water,Water,Fighting,0.088,0
Quaquaval,30,15,10,15,2550,155,54.39,8.81,1.76,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,15,10,15,2762,162,66.45,9.17,1.84,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,15,10,15,2974,168,79.94,9.52,1.91,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,15,10,15,3165,173,93.4,9.82,1.96,Water,Fighting,Water,Water,Fighting,0.077,0
Quaquaval,50,15,10,15,3363,178,108.68,10.12,2.02,Water,Fighting,Water,Water,Fighting,0.11,0
Quaquaval,30,15,15,10,2557,152,54.68,8.81,1.76,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,15,15,10,2769,158,66.8,9.17,1.84,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,15,15,10,2982,164,80.38,9.52,1.91,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,15,15,10,3174,169,93.91,9.82,1.96,Water,Fighting,Water,Water,Fighting,0.077,0
Quaquaval,50,15,15,10,3372,174,109.26,10.12,2.02,Water,Fighting,Water,Water,Fighting,0.11,0
Quaquaval,30,15,15,15,2587,155,56.0,8.81,1.76,Water,Fighting,Water,Water,Fighting,0.0,0
Quaquaval,35,15,15,15,2803,162,68.41,9.17,1.84,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,40,15,15,15,3018,168,82.31,9.52,1.91,Water,Fighting,Water,Water,Fighting,0.022,0
Quaquaval,45,15,15,15,3212,173,96.17,9.82,1.96,Water,Fighting,Water,Water,Fighting,0.077,0
Quaquaval,50,15,15,15,3412,178,111.9,10.12,2.02,Water,Fighting,Water,Water,Fighting,0.121,0
Arboliva,30,10,10,10,2421,143,68.42,9.18,1.38,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,10,10,10,2623,149,83.63,9.56,1.43,Grass,Normal,Grass,Grass,Ground,0.187,0
Arboliva,40,10,10,10,2825,154,100.62,9.92,1.48,Grass,Normal,Grass,Grass,Ground,0.286,1
Arboliva,45,10,10,10,3006,159,117.54,10.23,1.54,Grass,Normal,Grass,Grass,Ground,0.363,1
Arboliva,50,10,10,10,3193,164,136.71,10.54,1.58,Grass,Normal,Grass,Grass,Ground,0.44,1
Arboliva,30,10,10,15,2452,147,70.17,9.18,1.38,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,10,10,15,2656,153,85.76,9.56,1.43,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,10,10,15,2861,158,103.19,9.92,1.48,Grass,Normal,Grass,Grass,Ground,0.308,1
Arboliva,45,10,10,15,3044,163,120.53,10.23,1.54,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,10,10,15,3234,168,140.2,10.54,1.58,Grass,Normal,Grass,Grass,Ground,0.473,1
Arboliva,30,10,15,10,2452,143,70.14,9.18,1.38,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,10,15,10,2656,149,85.74,9.56,1.43,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,10,15,10,2860,154,103.16,9.92,1.48,Grass,Normal,Grass,Grass,Ground,0.308,1
Arboliva,45,10,15,10,3044,159,120.48,10.23,1.54,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,10,15,10,3233,164,140.14,10.54,1.58,Grass,Normal,Grass,Grass,Ground,0.473,1
Arboliva,30,10,15,15,2483,147,71.93,9.18,1.38,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,10,15,15,2689,153,87.92,9.56,1.43,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,10,15,15,2896,158,105.78,9.92,1.48,Grass,Normal,Grass,Grass,Ground,0.319,1
Arboliva,45,10,15,15,3082,163,123.56,10.23,1.54,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,10,15,15,3274,168,143.72,10.54,1.58,Grass,Normal,Grass,Grass,Ground,0.495,1
Arboliva,30,15,10,10,2474,143,69.91,9.38,1.41,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,15,10,10,2680,149,85.43,9.76,1.46,Grass,Normal,Grass,Grass,Ground,0.209,0
Arboliva,40,15,10,10,2886,154,102.8,10.14,1.52,Grass,Normal,Grass,Grass,Ground,0.286,1
Arboliva,45,15,10,10,3072,159,120.06,10.45,1.57,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,15,10,10,3263,164,139.7,10.77,1.62,Grass,Normal,Grass,Grass,Ground,0.462,1
Arboliva,30,15,10,15,2506,147,71.69,9.38,1.41,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,15,10,15,2714,153,87.61,9.76,1.46,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,15,10,15,2923,158,105.43,10.14,1.52,Grass,Normal,Grass,Grass,Ground,0.319,1
Arboliva,45,15,10,15,3111,163,123.12,10.45,1.57,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,15,10,15,3305,168,143.26,10.77,1.62,Grass,Normal,Grass,Grass,Ground,0.495,1
Arboliva,30,15,15,10,2505,143,71.67,9.38,1.41,Grass,Normal,Grass,Grass,Ground,0.121,0
Arboliva,35,15,15,10,2714,149,87.58,9.76,1.46,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,15,15,10,2922,154,105.39,10.14,1.52,Grass,Normal,Grass,Grass,Ground,0.319,1
Arboliva,45,15,15,10,3110,159,123.07,10.45,1.57,Grass,Normal,Grass,Grass,Ground,0.396,1
Arboliva,50,15,15,10,3304,164,143.2,10.77,1.62,Grass,Normal,Grass,Grass,Ground,0.495,1
Arboliva,30,15,15,15,2537,147,73.5,9.38,1.41,Grass,Normal,Grass,Grass,Ground,0.143,0
Arboliva,35,15,15,15,2748,153,89.81,9.76,1.46,Grass,Normal,Grass,Grass,Ground,0.231,0
Arboliva,40,15,15,15,2959,158,108.07,10.14,1.52,Grass,Normal,Grass,Grass,Ground,0.33,1
Arboliva,45,15,15,15,3150,163,126.22,10.45,1.57,Grass,Normal,Grass,Grass,Ground,0.418,1
Arboliva,50,15,15,15,3346,168,146.86,10.77,1.62,Grass,Normal,Grass,Grass,Ground,0.495,1
Armarouge,30,10,10,10,2631,152,76.62,9.88,1.34,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,10,10,10,2850,158,93.56,10.28,1.4,Fire,Psychic,Fire,Fire,Fire,0.198,0
Armarouge,40,10,10,10,3069,164,112.6,10.68,1.46,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,10,10,10,3266,169,131.54,11.01,1.5,Fire,Psychic,Fire,Fire,Fire,0.385,1
Armarouge,50,10,10,10,3470,174,153.01,11.35,1.54,Fire,Psychic,Fire,Fire,Fire,0.429,1
Armarouge,30,10,10,15,2662,155,78.46,9.88,1.34,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,10,10,15,2884,162,95.82,10.28,1.4,Fire,Psychic,Fire,Fire,Fire,0.209,0
Armarouge,40,10,10,15,3106,168,115.3,10.68,1.46,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,10,10,15,3305,173,134.7,11.01,1.5,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,10,10,15,3511,178,156.7,11.35,1.54,Fire,Psychic,Fire,Fire,Fire,0.462,1
Armarouge,30,10,15,10,2664,152,78.58,9.88,1.34,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,10,15,10,2886,158,95.96,10.28,1.4,Fire,Psychic,Fire,Fire,Fire,0.209,0
Armarouge,40,10,15,10,3108,164,115.49,10.68,1.46,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,10,15,10,3308,169,134.92,11.01,1.5,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,10,15,10,3514,174,156.94,11.35,1.54,Fire,Psychic,Fire,Fire,Fire,0.462,1
Armarouge,30,10,15,15,2696,155,80.47,9.88,1.34,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,10,15,15,2921,162,98.28,10.28,1.4,Fire,Psychic,Fire,Fire,Fire,0.231,0
Armarouge,40,10,15,15,3145,168,118.26,10.68,1.46,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,10,15,15,3348,173,138.16,11.01,1.5,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,10,15,15,3556,178,160.71,11.35,1.54,Fire,Psychic,Fire,Fire,Fire,0.473,1
Armarouge,30,15,10,10,2685,152,78.12,10.08,1.37,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,15,10,10,2908,158,95.52,10.5,1.42,Fire,Psychic,Fire,Fire,Fire,0.209,0
Armarouge,40,15,10,10,3132,164,114.87,10.89,1.48,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,15,10,10,3333,169,134.23,11.24,1.52,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,15,10,10,3541,174,156.18,11.58,1.58,Fire,Psychic,Fire,Fire,Fire,0.44,1
Armarouge,30,15,10,15,2717,155,80.0,10.08,1.37,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,15,10,15,2943,162,97.82,10.5,1.42,Fire,Psychic,Fire,Fire,Fire,0.242,0
Armarouge,40,15,10,15,3169,168,117.63,10.89,1.48,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,15,10,15,3373,173,137.46,11.24,1.52,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,15,10,15,3583,178,159.94,11.58,1.58,Fire,Psychic,Fire,Fire,Fire,0.473,1
Armarouge,30,15,15,10,2719,152,80.13,10.08,1.37,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,15,15,10,2945,158,97.97,10.5,1.42,Fire,Psychic,Fire,Fire,Fire,0.242,0
Armarouge,40,15,15,10,3172,164,117.82,10.89,1.48,Fire,Psychic,Fire,Fire,Fire,0.33,1
Armarouge,45,15,15,10,3376,169,137.68,11.24,1.52,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,15,15,10,3586,174,160.19,11.58,1.58,Fire,Psychic,Fire,Fire,Fire,0.473,1
Armarouge,30,15,15,15,2752,155,82.06,10.08,1.37,Fire,Psychic,Fire,Fire,Fire,0.143,0
Armarouge,35,15,15,15,2981,162,100.32,10.5,1.42,Fire,Psychic,Fire,Fire,Fire,0.253,1
Armarouge,40,15,15,15,3210,168,120.65,10.89,1.48,Fire,Psychic,Fire,Fire,Fire,0.341,1
Armarouge,45,15,15,15,3416,173,140.98,11.24,1.52,Fire,Psychic,Fire,Fire,Fire,0.396,1
Armarouge,50,15,15,15,3629,178,164.04,11.58,1.58,Fire,Psychic,Fire,Fire,Fire,0.495,1
Ceruledge,30,10,10,10,2599,139,74.12,10.2,1.42,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,10,10,10,2815,145,90.54,10.62,1.48,Fire,Ghost,Fire,Fire,Ghost,0.187,0
Ceruledge,40,10,10,10,3032,150,108.98,11.02,1.54,Fire,Ghost,Fire,Fire,Ghost,0.286,1
Ceruledge,45,10,10,10,3227,155,127.3,11.37,1.59,Fire,Ghost,Fire,Fire,Ghost,0.407,1
Ceruledge,50,10,10,10,3428,160,148.06,11.72,1.64,Fire,Ghost,Fire,Fire,Ghost,0.505,1
Ceruledge,30,10,10,15,2633,143,76.06,10.2,1.42,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,10,10,15,2852,149,92.91,10.62,1.48,Fire,Ghost,Fire,Fire,Ghost,0.209,0
Ceruledge,40,10,10,15,3071,154,111.84,11.02,1.54,Fire,Ghost,Fire,Fire,Ghost,0.319,1
Ceruledge,45,10,10,15,3269,159,130.63,11.37,1.59,Fire,Ghost,Fire,Fire,Ghost,0.418,1
Ceruledge,50,10,10,15,3472,164,151.94,11.72,1.64,Fire,Ghost,Fire,Fire,Ghost,0.527,1
Ceruledge,30,10,15,10,2631,139,75.98,10.2,1.42,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,10,15,10,2851,145,92.81,10.62,1.48,Fire,Ghost,Fire,Fire,Ghost,0.209,0
Ceruledge,40,10,15,10,3070,150,111.72,11.02,1.54,Fire,Ghost,Fire,Fire,Ghost,0.319,1
Ceruledge,45,10,15,10,3267,155,130.5,11.37,1.59,Fire,Ghost,Fire,Fire,Ghost,0.418,1
Ceruledge,50,10,15,10,3471,160,151.78,11.72,1.64,Fire,Ghost,Fire,Fire,Ghost,0.527,1
Ceruledge,30,10,15,15,2666,143,77.97,10.2,1.42,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,10,15,15,2888,149,95.24,10.62,1.48,Fire,Ghost,Fire,Fire,Ghost,0.231,0
Ceruledge,40,10,15,15,3110,154,114.65,11.02,1.54,Fire,Ghost,Fire,Fire,Ghost,0.341,1
Ceruledge,45,10,15,15,3310,159,133.92,11.37,1.59,Fire,Ghost,Fire,Fire,Ghost,0.429,1
Ceruledge,50,10,15,15,3516,164,155.76,11.72,1.64,Fire,Ghost,Fire,Fire,Ghost,0.538,1
Ceruledge,30,15,10,10,2651,139,75.61,10.41,1.46,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,15,10,10,2872,145,92.37,10.84,1.52,Fire,Ghost,Fire,Fire,Ghost,0.198,0
Ceruledge,40,15,10,10,3093,150,111.16,11.24,1.57,Fire,Ghost,Fire,Fire,Ghost,0.308,1
Ceruledge,45,15,10,10,3292,155,129.88,11.6,1.62,Fire,Ghost,Fire,Fire,Ghost,0.418,1
Ceruledge,50,15,10,10,3497,160,151.04,11.96,1.67,Fire,Ghost,Fire,Fire,Ghost,0.527,1
Ceruledge,30,15,10,15,2686,143,77.59,10.41,1.46,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,15,10,15,2909,149,94.78,10.84,1.52,Fire,Ghost,Fire,Fire,Ghost,0.231,0
Ceruledge,40,15,10,15,3133,154,114.06,11.24,1.57,Fire,Ghost,Fire,Fire,Ghost,0.341,1
Ceruledge,45,15,10,15,3334,159,133.28,11.6,1.62,Fire,Ghost,Fire,Fire,Ghost,0.429,1
Ceruledge,50,15,10,15,3542,164,154.99,11.96,1.67,Fire,Ghost,Fire,Fire,Ghost,0.538,1
Ceruledge,30,15,15,10,2684,139,77.51,10.41,1.46,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,15,15,10,2908,145,94.7,10.84,1.52,Fire,Ghost,Fire,Fire,Ghost,0.231,0
Ceruledge,40,15,15,10,3131,150,113.94,11.24,1.57,Fire,Ghost,Fire,Fire,Ghost,0.341,1
Ceruledge,45,15,15,10,3333,155,133.14,11.6,1.62,Fire,Ghost,Fire,Fire,Ghost,0.429,1
Ceruledge,50,15,15,10,3540,160,154.83,11.96,1.67,Fire,Ghost,Fire,Fire,Ghost,0.538,1
Ceruledge,30,15,15,15,2719,143,79.54,10.41,1.46,Fire,Ghost,Fire,Fire,Ghost,0.143,0
Ceruledge,35,15,15,15,2946,149,97.17,10.84,1.52,Fire,Ghost,Fire,Fire,Ghost,0.231,0
Ceruledge,40,15,15,15,3172,154,116.93,11.24,1.57,Fire,Ghost,Fire,Fire,Ghost,0.352,1
Ceruledge,45,15,15,15,3376,159,136.62,11.6,1.62,Fire,Ghost,Fire,Fire,Ghost,0.429,1
Ceruledge,50,15,15,15,3586,164,158.88,11.96,1.67,Fire,Ghost,Fire,Fire,Ghost,0.538,1
Mabosstiff,30,10,10,10,2424,146,52.38,7.7,1.25,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,10,10,10,2626,152,64.0,8.02,1.3,Dark,,Dark,Dark,Ground,0.033,0
Mabosstiff,40,10,10,10,2828,158,76.98,8.32,1.34,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,10,10,10,3010,163,89.98,8.58,1.39,Dark,,Dark,Dark,Ground,0.121,0
Mabosstiff,50,10,10,10,3197,168,104.66,8.84,1.44,Dark,,Dark,Dark,Ground,0.176,0
Mabosstiff,30,10,10,15,2455,149,53.69,7.7,1.25,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,10,10,15,2659,156,65.6,8.02,1.3,Dark,,Dark,Dark,Ground,0.033,0
Mabosstiff,40,10,10,15,2863,162,78.91,8.32,1.34,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,10,10,15,3047,167,92.22,8.58,1.39,Dark,,Dark,Dark,Ground,0.121,0
Mabosstiff,50,10,10,15,3237,172,107.28,8.84,1.44,Dark,,Dark,Dark,Ground,0.176,0
Mabosstiff,30,10,15,10,2458,146,53.85,7.7,1.25,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,10,15,10,2663,152,65.8,8.02,1.3,Dark,,Dark,Dark,Ground,0.033,0
Mabosstiff,40,10,15,10,2868,158,79.14,8.32,1.34,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,10,15,10,3052,163,92.5,8.58,1.39,Dark,,Dark,Dark,Ground,0.121,0
Mabosstiff,50,10,15,10,3242,168,107.6,8.84,1.44,Dark,,Dark,Dark,Ground,0.187,0
Mabosstiff,30,10,15,15,2489,149,55.2,7.7,1.25,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,10,15,15,2696,156,67.44,8.02,1.3,Dark,,Dark,Dark,Ground,0.044,0
Mabosstiff,40,10,15,15,2903,162,81.12,8.32,1.34,Dark,,Dark,Dark,Ground,0.088,0
Mabosstiff,45,10,15,15,3090,167,94.82,8.58,1.39,Dark,,Dark,Dark,Ground,0.143,0
Mabosstiff,50,10,15,15,3282,172,110.3,8.84,1.44,Dark,,Dark,Dark,Ground,0.198,0
Mabosstiff,30,15,10,10,2475,146,53.5,7.86,1.27,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,15,10,10,2681,152,65.32,8.18,1.32,Dark,,Dark,Dark,Ground,0.033,0
Mabosstiff,40,15,10,10,2887,158,78.6,8.49,1.38,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,15,10,10,3073,163,91.86,8.76,1.42,Dark,,Dark,Dark,Ground,0.121,0
Mabosstiff,50,15,10,10,3264,168,106.85,9.03,1.46,Dark,,Dark,Dark,Ground,0.198,0
Mabosstiff,30,15,10,15,2506,149,54.84,7.86,1.27,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,15,10,15,2714,156,66.95,8.18,1.32,Dark,,Dark,Dark,Ground,0.044,0
Mabosstiff,40,15,10,15,2923,162,80.56,8.49,1.38,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,15,10,15,3111,167,94.16,8.76,1.42,Dark,,Dark,Dark,Ground,0.143,0
Mabosstiff,50,15,10,15,3305,172,109.52,9.03,1.46,Dark,,Dark,Dark,Ground,0.198,0
Mabosstiff,30,15,15,10,2509,146,55.0,7.86,1.27,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,15,15,10,2718,152,67.15,8.18,1.32,Dark,,Dark,Dark,Ground,0.044,0
Mabosstiff,40,15,15,10,2927,158,80.81,8.49,1.38,Dark,,Dark,Dark,Ground,0.077,0
Mabosstiff,45,15,15,10,3116,163,94.44,8.76,1.42,Dark,,Dark,Dark,Ground,0.143,0
Mabosstiff,50,15,15,10,3310,168,109.85,9.03,1.46,Dark,,Dark,Dark,Ground,0.209,0
Mabosstiff,30,15,15,15,2541,149,56.38,7.86,1.27,Dark,,Dark,Dark,Ground,0.011,0
Mabosstiff,35,15,15,15,2752,156,68.83,8.18,1.32,Dark,,Dark,Dark,Ground,0.055,0
Mabosstiff,40,15,15,15,2964,162,82.83,8.49,1.38,Dark,,Dark,Dark,Ground,0.088,0
Mabosstiff,45,15,15,15,3154,167,96.8,8.76,1.42,Dark,,Dark,Dark,Ground,0.143,0
Mabosstiff,50,15,15,15,3351,172,112.6,9.03,1.46,Dark,,Dark,Dark,Ground,0.242,0
Palafin,30,10,10,10,3911,171,68.78,6.8,1.19,Water,,Water,Ice,Flying,0.0,0
Palafin,35,10,10,10,4237,178,84.05,7.08,1.25,Water,,Water,Ice,Flying,0.011,0
Palafin,40,10,10,10,4562,185,101.1,7.35,1.29,Water,,Water,Ice,Flying,0.055,0
Palafin,45,10,10,10,4856,191,118.1,7.58,1.33,Water,,Water,Ice,Flying,0.143,0
Palafin,50,10,10,10,5158,197,137.4,7.82,1.38,Water,,Water,Ice,Flying,0.352,1
Palafin,30,10,10,15,3952,175,70.24,6.8,1.19,Water,,Water,Ice,Flying,0.0,0
Palafin,35,10,10,15,4281,182,85.84,7.08,1.25,Water,,Water,Ice,Flying,0.011,0
Palafin,40,10,10,15,4611,189,103.26,7.35,1.29,Water,,Water,Ice,Flying,0.066,0
Palafin,45,10,10,15,4907,195,120.61,7.58,1.33,Water,,Water,Ice,Flying,0.143,0
Palafin,50,10,10,15,5212,201,140.32,7.82,1.38,Water,,Water,Ice,Flying,0.374,1
Palafin,30,10,15,10,3958,171,70.44,6.8,1.19,Water,,Water,Ice,Flying,0.0,0
Palafin,35,10,15,10,4288,178,86.1,7.08,1.25,Water,,Water,Ice,Flying,0.011,0
Palafin,40,10,15,10,4617,185,103.56,7.35,1.29,Water,,Water,Ice,Flying,0.066,0
Palafin,45,10,15,10,4914,191,120.96,7.58,1.33,Water,,Water,Ice,Flying,0.143,0
Palafin,50,10,15,10,5220,197,140.74,7.82,1.38,Water,,Water,Ice,Flying,0.385,1
Palafin,30,10,15,15,4000,175,71.95,6.8,1.19,Water,,Water,Ice,Flying,0.0,0
Palafin,35,10,15,15,4333,182,87.92,7.08,1.25,Water,,Water,Ice,Flying,0.022,0
Palafin,40,10,15,15,4666,189,105.76,7.35,1.29,Water,,Water,Ice,Flying,0.066,0
Palafin,45,10,15,15,4966,195,123.54,7.58,1.33,Water,,Water,Ice,Flying,0.154,0
Palafin,50,10,15,15,5275,201,143.73,7.82,1.38,Water,,Water,Ice,Flying,0.407,1
Palafin,30,15,10,10,3970,171,69.84,6.91,1.21,Water,,Water,Ice,Flying,0.0,0
Palafin,35,15,10,10,4300,178,85.3,7.19,1.26,Water,,Water,Ice,Flying,0.011,0
Palafin,40,15,10,10,4631,185,102.62,7.46,1.31,Water,,Water,Ice,Flying,0.055,0
Palafin,45,15,10,10,4929,191,119.97,7.7,1.35,Water,,Water,Ice,Flying,0.143,0
Palafin,50,15,10,10,5236,197,139.5,7.94,1.39,Water,,Water,Ice,Flying,0.385,1
Palafin,30,15,10,15,4012,175,71.33,6.91,1.21,Water,,Water,Ice,Flying,0.0,0
Palafin,35,15,10,15,4346,182,87.12,7.19,1.26,Water,,Water,Ice,Flying,0.022,0
Palafin,40,15,10,15,4680,189,104.8,7.46,1.31,Water,,Water,Ice,Flying,0.066,0
Palafin,45,15,10,15,4981,195,122.52,7.7,1.35,Water,,Water,Ice,Flying,0.154,0
Palafin,50,15,10,15,5291,201,142.48,7.94,1.39,Water,,Water,Ice,Flying,0.407,1
Palafin,30,15,15,10,4018,171,71.54,6.91,1.21,Water,,Water,Ice,Flying,0.0,0
Palafin,35,15,15,10,4352,178,87.37,7.19,1.26,Water,,Water,Ice,Flying,0.022,0
Palafin,40,15,15,10,4687,185,105.11,7.46,1.31,Water,,Water,Ice,Flying,0.066,0
Palafin,45,15,15,10,4988,191,122.88,7.7,1.35,Water,,Water,Ice,Flying,0.154,0
Palafin,50,15,15,10,5299,197,142.89,7.94,1.39,Water,,Water,Ice,Flying,0.407,1
Palafin,30,15,15,15,4060,175,73.06,6.91,1.21,Water,,Water,Ice,Flying,0.0,0
Palafin,35,15,15,15,4398,182,89.23,7.19,1.26,Water,,Water,Ice,Flying,0.022,0
Palafin,40,15,15,15,4737,189,107.34,7.46,1.31,Water,,Water,Ice,Flying,0.066,0
Palafin,45,15,15,15,5041,195,125.5,7.7,1.35,Water,,Water,Ice,Flying,0.242,0
Palafin,50,15,15,15,5355,201,145.94,7.94,1.39,Water,,Water,Ice,Flying,0.44,1
Revavroom,30,10,10,10,2414,146,55.75,8.2,1.7,Steel,Poison,Poison,Poison,Fire,0.033,0
Revavroom,35,10,10,10,2615,152,68.07,8.52,1.76,Steel,Poison,Poison,Poison,Fire,0.055,0
Revavroom,40,10,10,10,2816,158,81.94,8.85,1.84,Steel,Poison,Poison,Poison,Fire,0.077,0
Revavroom,45,10,10,10,2997,163,95.74,9.13,1.89,Steel,Poison,Poison,Poison,Fire,0.132,0
Revavroom,50,10,10,10,3184,168,111.35,9.41,1.94,Steel,Poison,Poison,Poison,Fire,0.198,0
Revavroom,30,10,10,15,2444,149,57.14,8.2,1.7,Steel,Poison,Poison,Poison,Fire,0.033,0
Revavroom,35,10,10,15,2648,156,69.77,8.52,1.76,Steel,Poison,Poison,Poison,Fire,0.055,0
Revavroom,40,10,10,15,2851,162,83.98,8.85,1.84,Steel,Poison,Poison,Poison,Fire,0.077,0
Revavroom,45,10,10,15,3035,167,98.14,9.13,1.89,Steel,Poison,Poison,Poison,Fire,0.143,0
Revavroom,50,10,10,15,3224,172,114.14,9.41,1.94,Steel,Poison,Poison,Poison,Fire,0.198,0
